"","id","display_name","author","ab","publication_date","relevance_score","so","so_id","publisher","issn","url","first_page","last_page","volume","issue","is_oa","cited_by_count","counts_by_year","publication_year","cited_by_api_url","ids","doi","type","referenced_works","related_works","concepts","originalissn","author_link","issn_link","treatment_link","treatment_or_control","issn_clean","citations_n_1960","citations_n_1961","citations_n_1962","citations_n_1963","citations_n_1964","citations_n_1965","citations_n_1966","citations_n_1967","citations_n_1968","citations_n_1969","citations_n_1970","citations_n_1971","citations_n_1972","citations_n_1973","citations_n_1974","citations_n_1975","citations_n_1976","citations_n_1977","citations_n_1978","citations_n_1979","citations_n_1980","citations_n_1981","citations_n_1982","citations_n_1983","citations_n_1984","citations_n_1985","citations_n_1986","citations_n_1987","citations_n_1988","citations_n_1989","citations_n_1990","citations_n_1991","citations_n_1992","citations_n_1993","citations_n_1994","citations_n_1995","citations_n_1996","citations_n_1997","citations_n_1998","citations_n_1999","citations_n_2000","citations_n_2001","citations_n_2002","citations_n_2003","citations_n_2004","citations_n_2005","citations_n_2006","citations_n_2007","citations_n_2008","citations_n_2009","citations_n_2010","citations_n_2011","citations_n_2012","citations_n_2013","citations_n_2014","citations_n_2015","citations_n_2016","citations_n_2017","citations_n_2018","citations_n_2019","citations_n_2020","citations_n_2021","citations_n_2022"
"1","https://openalex.org/W2019403558","Programmable materials and the nature of the DNA bond",
